dimension;identifier;name_eng;desc_eng;synonyms_eng;name_swe;desc_swe;synonyms_swe
Grundfunktioner och Komponenter;FLF;explosion plate;pressure protecting object by local weakening of enclosure;;Sprängbleck;tryckskyddande objekt genom lokal försvagning av omslutning;
Grundfunktioner och Komponenter;FM;fire protecting object;protecting object related to fire;;Brandskyddande objekt;skyddande objekt mot brand;
Grundfunktioner och Komponenter;FMA;fire damper;fire protecting object closing an air flow on detection of fire;;Brandspjäll;brandskyddande objekt som stänger ett luftflöde vid detektering av brand;
Grundfunktioner och Komponenter;FMB;flue damper;fire protecting object opening or closing an air flow on detection of smoke ;fire damper, fire gas fan, flue gas damper, smoke hatch, smoke ventilation, pressure relief damper;Rökgasventil;brandskyddande objekt som öppnar eller stänger ett luftflöde vid detektering av rök;brandgasspjäll, brandgasventilator, rökgasspjäll, röklucka, rökventilation, tryckavlastningsspjäll
Grundfunktioner och Komponenter;FMC;fire-and-flue damper;fire protecting object closing an air flow on detection of smoke and/or fire;;Kombinerat brandspjäll/rökgasventil;brandskyddande objekt som stänger ett luftflöde vid detektering av rök och/eller brand;brand- och rökgasspjäll
Grundfunktioner och Komponenter;FMD;fire blind;fire protecting object closing a passage for preventing spread of smoke and/or fire;;Branddörr;brandskyddande objekt som stänger en passage för att förhindra spridning av rök och/eller brand;
Grundfunktioner och Komponenter;FME;smoke curtain;fire protecting object dividing an area into smoke zones;fire blind;Brandgardin;brandskyddande objekt som delar in ett område i brandzoner;brandjalusi, rökgardin
Grundfunktioner och Komponenter;FMF;smoke closure;fire protecting object closing a hole for preventing spread of fire;fire cushion, fire cuff, fire tape, fire sealing compound, sealant;Brandtätning;brandskyddande objekt som tillsluter ett hål för att förhindra spridning av brand;brandkudde, brandmanschett, brandtejp, brandtätningsmassa, fogmassa
Grundfunktioner och Komponenter;FMG;fire extinguisher;fire protecting object for manual operation;;Brandsläckare;brandskyddande objekt för manuell hantering;handbrandsläckare
Grundfunktioner och Komponenter;FMH;fire insulation;fire protecting object by a surface cover;fire protection cladding, fire protection board, shotcrete for fire protection;Brandisolering;brandskyddande objekt genom beklädnad;brandskyddsbeklädnad, brandskyddsskiva, sprutbetong för brandskydd
Grundfunktioner och Komponenter;FMJ;fire retardant coating;fire protecting object by a surface coating;fire protecting coating;Brandskyddsfärg;brandskyddande objekt genom beläggning;
Grundfunktioner och Komponenter;FMK;fire impregnation;fire protecting object by impregnation;;Brandskyddsimpregnering;brandskyddande objekt genom impregnering;vattenglasimpregnering
Grundfunktioner och Komponenter;FN;mechanical force protecting object;protecting object related to mechanical force;;Mekanisk kraftskyddande objekt;skyddande objekt mot mekanisk kraft;
Grundfunktioner och Komponenter;FNA;safety clutch;mechanical force protecting object providing an disconnection when a torque become to high;slip clutch, break pin, torque protection;Överlastkoppling;mekanisk kraftskyddande objekt som ger en frånkoppling när ett vridmoment överskrider ett bestämt värde;slirkoppling, brytpinne, vridmomentskydd
Grundfunktioner och Komponenter;FNB;impact protection;mechanical force protecting object absorbing impact;cable protection;Stötskydd;mekanisk kraftskyddande objekt genom absorption av kollosionskraft;avvisare, fångstanordning, kabelskydd, kringfyllning, kontaktledningskälke, krockskydd, navföljare, räckesavslutning, sockelavvisare, skyddsfyllning, skyddshuv, skyddsrör, sparkplåt, stoppbock, trädskydd
Grundfunktioner och Komponenter;FQ;preventive protecting object ;protecting object by barrier or obstacle;barrier elements, bridge railing, rock safety net, crash protection, center railing, guardrail, road railing;Förebyggande skyddande objekt;skyddande objekt genom barriär eller hinder;barriärelement, broräcke, bergsäkringsnät, krockskydd, mitträcke, skyddsräl, vägräcke
Grundfunktioner och Komponenter;FQA;protective mesh;preventive protecting object against objects passing;protective grid;Skyddsnät;förebyggande skyddande objekt mot passerande objekt;bergsäkringsnät, fågelnät, fönstergaller, intagsgaller, intagsgrind, isgrind, personskydd, sil, skyddsgaller, utloppsgaller, ventilationsgaller
Grundfunktioner och Komponenter;FQB;glide protection;preventive protecting object against objects or matter sliding or drifting;snow guard;Glidskydd;förebyggande skyddande objekt mot glidande eller drivande materia;glidskydd, snöglidskydd, snökrok, snörasskydd, snöräcke, snöskydd, underglidningsskydd för mc
Grundfunktioner och Komponenter;FQC;protective rod;preventive protecting object against falling;handrail, suspension guard;Handledare;förebyggande skyddande objekt mot fall;ledstång, säkerhetslina
Grundfunktioner och Komponenter;FQD;protective rail;preventive protecting object against falling out or colliding;guard rail, protective roof;Räcke;förebyggande skyddande objekt mot fall eller kollision;avvisare, avvisarräcke, balkongräcke, balustrad, barriärelement, broräcke, fallskyddslina, fallskyddsräcke, fotlist, fönsterdörräcke, krockskydd, mitträcke, nockräcke, parkeringsräcke, planteringsräcke, planteringsskydd, sidoräcke, skyddsräcke, sparklist, skyddsräl, stamskydd, vägräcke
Grundfunktioner och Komponenter;FQE;protective fabric;preventive protecting object against physical penetration;weed cloth;Skyddsduk;förebyggande skyddande objekt mot genomträngning;ogräsduk
Grundfunktioner och Komponenter;FQF;glare protection;preventive protecting object against glare;;Bländskydd;förebyggande skyddande objekt mot bländning;
Grundfunktioner och Komponenter;FQG;splatter protection;preventive protecting object against splatter;shower cubicle, shower enclosure;Stänkskydd;förebyggande skyddande objekt mot stänk;duschkabin, duschvägg
Grundfunktioner och Komponenter;FQH;break protection;preventive protecting object against manual breakage;;Brytskydd;förebyggande skyddande objekt mot manuell brytning;
Grundfunktioner och Komponenter;FQJ;lock hatch cover;preventive protecting object against manual unlocking;knob cover, knob protection;Låsskydd;förebyggande skyddande objekt mot manuell upplåsning;vredkåpa, vredskydd
Grundfunktioner och Komponenter;FQL;suspension guard;preventive protecting object against falling of suspended object;safety line;Hängkabelsäkring;förebyggande skyddande objekt mot fall av upphängt objekt;säkerhetslina
Grundfunktioner och Komponenter;FR;wear protection object;protecting object related to material erosion;;Slitageskyddande objekt;skyddande objekt mot materialerosion;
Grundfunktioner och Komponenter;FRA;lubrication object;wear protection object providing lubricant between objects;lubricating oil;Smörjmedel;slitageskyddande objekt genom smörjning mellan objekt;smörjolja rälssmörjningsapparat, smörjapparat
Grundfunktioner och Komponenter;FRB;wear pad;wear protection object providing a solid separating material between objects;revetment;Slitageskydd;slitageskyddande objekt som tillhandhåller ett solitt materialskiljande lager mellan objekt;erosionsskydd, glacis, skyddsbeläggning, skyddsfolie, släntbeklädnad, strandskoning
Grundfunktioner och Komponenter;FS;environment protecting object;protecting object related to the local environment;;Omgivningsskyddande objekt;skyddande objekt relaterat till påverkan från lokal omgivning;ytskikt
Grundfunktioner och Komponenter;FSA;plaster;environment protecting object in the form of a solidified paste layer covering another object ;cement, mortar;Puts;omgivningsskyddande objekt genom stelnat bruk som täcker ett annat objekt;väggputs, takputs, slamning
Grundfunktioner och Komponenter;FSB;paint;environment protecting object in the form of a hardened liquid film on the surface of another object;;Färg;omgivningsskyddande objekt genom en hårdnad vätskefilm på ytan av ett annat objekt;skyddsfärg
Grundfunktioner och Komponenter;FSC;impregnation;environment protecting object in the form of an applied or induced liquid making the object resistant to externally induced decay or destruction ;impregnation sheet;Impregnering;omgivningsskyddande objekt genom en applicerad eller injekterad vätska som gör objektet motståndskraftigt mot yttre påverkan;botteninjektering, efterinjektering, förinjektering, försegling, injekterad tätzon, injekteringsmedel, injekteringstätning, klotterskydd, ridåinjektering
Grundfunktioner och Komponenter;FSD;shelter;environment protecting object providing shelter against climatic effects. ;avalanche shed, house, shed, snow guard;Väderskydd;omgivningsskyddande objekt genom skydd mot klimateffekter;
Grundfunktioner och Komponenter;FSE;seismic vibration control device;environment protecting object in the form of vibration control ;;Jordbävningsskydd;omgivningsskyddande objekt genom vibrationsdämpning;
Grundfunktioner och Komponenter;FSF;corrosion protection;environment protection object in the form of oxidation of metal   ;cathodic protection, sacrificial anode;Korrosionsskydd;omgivningsskyddande objekt genom oxidation av metall;katodiskt skydd, rostskydd, offeranod
Grundfunktioner och Komponenter;FSG;protective seal;environment protecting object in the form of a seal on the surface of another object;diffusion barrier, explosion seal, moisture barrier, gas and liquid sealing layer, gas seal, air barrier, air seal, primer, protective layer, sprayable membrane, radiation seal, tar paper, tunnel cloth, sealing layer, substrate cardboard, water-dissipating membrane, surface sealing layer, surface separating layer, sealing paper;Tätskikt;omgivningsskyddande objekt genom ett icke genomträngligt lager på ytan av ett annat objekt;diffussionsspärr, explosionstätning, fuktspärr, gas- och vätsketätande lager, gastätning, luftspärr, lufttätning, primer, skyddslager, sprutbart membran, strålningstätning, tjärpapp, tunnelduk, tätningslager, underlagspapp, vattenavledande membran, ytpapp, strömningsavskiljande lager, tätande lager, ångspärr
Grundfunktioner och Komponenter;FSH;material separating layer;environment protecting object in the form of a capillary action breaking layer;capillary protection;Kapillärbrytande lager;omgivningsskyddande objekt genom ett kapillärbrytande lager;kapillärskydd
Grundfunktioner och Komponenter;G;generating object;object for providing a controllable flow;;Genererande objekt;objekt för tillhandahållande av ett kontrollerbart flöde;
Grundfunktioner och Komponenter;GA;mechanical to electric energy generating object ;generating object of electric energy powered by mechanical energy;generator;Mekaniskt elektricitetsgenererande objekt;genererande objekt för elektrisk energi driven av mekanisk energi;
Grundfunktioner och Komponenter;GAA;a.c. generator;electromechanical generating object of alternating current;reserve plant, reserve power generator;Växelströmsgenerator;mekaniskt elektricitetsgenererande objekt för växelström;reservelverk, reservkraftaggregat
Grundfunktioner och Komponenter;GAB;d.c. generator;electromechanical generating object of direct current ;dynamo;Likströmsgenerator;mekaniskt elektricitetsgenererande objekt för likström;
Grundfunktioner och Komponenter;GB;chemical to electric energy generating object ;generating object of electric energy powered by chemical reaction;;Kemiskt elektricitetsgenererande objekt;genererande objekt för elektrisk energi driven av kemisk reaktion;
Grundfunktioner och Komponenter;GBA;electric battery;electrochemical generating object from a non-renewable source;battery;Engångsbatteri;kemiskt elektricitetsgenererande objekt från en icke förnybar källa;
Grundfunktioner och Komponenter;GBB;fuel cell;electrochemical generating object continuously fed by fuel and oxidant;;Bränslecell;kemiskt elektricitetsgenererande objekt som kontinuerligt matas med bränsle och oxidant;
Grundfunktioner och Komponenter;GC;solar to electric energy generating object ;generating object of electric energy from solar energy;;Solel-energigenererande objekt;genererande objekt för elektrisk energi driven av solenergi;
Grundfunktioner och Komponenter;GCA;crystalline photovoltaic module;electro-radiation generating object utilizing wafer based semiconducting material;;Kristallin solpanel;solel-energigenererande objekt som utnyttjar halvledande material på kiselplattor;
Grundfunktioner och Komponenter;GCB;thin film photovoltaic module ;electro-radiation generating object utilizing thin film material;solar cell;Tunnfilmsolpanel;solel-energigenererande objekt som utnyttjar tunnfilmsmaterial;solcell
Grundfunktioner och Komponenter;GF;signal generating object;generating object of signals for carrier of information;;Signalgenererande objekt;genererande objekt för informationsbärande signaler;
Grundfunktioner och Komponenter;GFA;electromagnetic wave transmitter ;signal generating object by electromagnetic waves;laser transmittor, radio-wave transmitter, television station;Elektromagnetisk signalsändare;signalgenererande objekt genom elektromagnetiska vågor;radiosändare, radiovågssändare, tevesändare
Grundfunktioner och Komponenter;GFB;signal generator ;signal generating object by wires ;;Mekanisk signalsändare;signalgenererande objekt genom vajrar;
Grundfunktioner och Komponenter;GL;continuous transferring object;generating object continuously of items;;Gods- och personflödesgenererande objekt;genererande objekt för kontinuerlig förflyttning av gods och personer;
Grundfunktioner och Komponenter;GLA;belt conveyer;continuous transferring object on a belt;conveyer belt;Transportband;gods- och personflödesgenererande objekt på ett band;bagageband, bandtransportör, brickband, elevator, hängtransportör, kassaband, rullande trottoar, rullband, rullgångbana, rullramp, vertikaltransportör
Grundfunktioner och Komponenter;GLB;chain conveyer;continuous transferring object on a chain;;Kedjetransportör;godsflödesgenererande objekt på en kedja;
Grundfunktioner och Komponenter;GLC;roller conveyer;continuous transferring object on rollers;;Rulltransportör;godsflödesgenererande objekt på rullar;rullbana, rullbord
Grundfunktioner och Komponenter;GLD;screw conveyer;continuous transferring object propelled by a screw;;Skruvtransportör;godsflödesgenererande objekt med en skruv;lyftskruv, transportskruv
Grundfunktioner och Komponenter;GLE;escalator;continuous transferring object consisting of a chain of steps;;Rulltrappa;personflödesgenererande objekt med en serie av steg;
Grundfunktioner och Komponenter;GLF;paternoster;continuous transferring object consisting of chain of containers;;Paternosterverk;godsflödesgenererande objekt med en serie av behållare;
Grundfunktioner och Komponenter;GLG;vibrating conveyer;continuous transferring object on a vibrating surface;;Vibrationsband;godsflödesgenererande objekt på en vibrerande yta;
Grundfunktioner och Komponenter;GM;discontinuous transferring object;generating object discontinuously of items;;Gods- och personförflyttande objekt;genererande objekt för icke kontinuerlig förflyttning av gods och personer;
Grundfunktioner och Komponenter;GMA;wagon;discontinuous transfer object horizontally;;Vagn;godsförflyttande objekt horisontellt;bassängvagn, bordsvagn, dispenservagn, kärra, lyftvagn, mattransportvagn
Grundfunktioner och Komponenter;GMB;elevator;discontinuous transfer object vertically;hoist;Telfer;godsförflyttande objekt vertikalt;
Grundfunktioner och Komponenter;GMC;crane;discontinuous transfer object lifting and moving objects vertically and/or horizontally;lifting screw, transport screw;Lyftanordning;gods- och personförflyttande objekt som lyfter och flyttar objekt vertikalt och/eller horisontellt;hiss, lyftbord, lyftkran, lyftplattform, personhiss, patientlyft, plattformslift, saxlift, trapphiss, trapplift, travers, vertikallyft, portalkran
Grundfunktioner och Komponenter;GMD;palletizer;discontinuous transfer object placing objects together;stacker;Staplare;godsförflyttande objekt som placerar objekt tillsammans;
Grundfunktioner och Komponenter;GME;turntable;discontinuous transfer object turning a conveyed flow;;Vändskiva;godsförflyttande objekt som vänder ett förmedlat flöde;
Grundfunktioner och Komponenter;GMF;vibrating feeder;discontinuous transfer object moving objects in a linear flow by vibrating;;Vibrationsmatare;godsförflyttande objekt i ett linjärt flöde genom vibrering;
Grundfunktioner och Komponenter;GP;liquid flow generating object;generating object of liquid ;pump, liquid pump;Vätskeflödesgenererande objekt;genererande objekt för vätskeflöde;pump, vätskepump
Grundfunktioner och Komponenter;GPA;positive displacement pump;liquid flow generating object by forcing trapped liquid to the discharge side;peristaltic pump, piston pump, rotary gear pump, screw pump, vacuum pump;Deplacementspump;vätskeflödesgenererande objekt genom att tvinga instängd vätska till utloppssidan;handpump, doseringspump, provtagningspump
Grundfunktioner och Komponenter;GPB;liquid velocity pump;liquid flow generating object by increasing the flow velocity through mechanical motion;axial flow circulation pump, centrifugal pump, radial-flow circulation pump, impeller, vacuum pump;Dynamisk pump;vätskeflödesgenererande objekt genom ökning av flödeshastigheten genom mekanisk rörelse;cirkulationspump, rotodynamisk pump, tryckstegringspump
Grundfunktioner och Komponenter;GPC;hydraulic ram pump;liquid flow generating object by transferring the kinetic energy of an input flow to an output flow;ejector, ram, liquid ejector;Strålpump;vätskeflödesgenererande objekt genom att överföra rörelseenergin från ett inflöde till ett utflöde;ejektor, vädur, vätskeejektor
Grundfunktioner och Komponenter;GPD;lubricator;liquid flow generating object by converting potential energy into kinetic energy by gravity;oiler;Smörjapparat;vätskeflödesgenererande objekt genom att konvertera lägesenergi till rörelseenergi genom gravitation;rälssmörjningsapparat
Grundfunktioner och Komponenter;GQ;gaseous flow generating object;generating object of gas ;;Gasflödesgenererande objekt;genererande objekt för gasflöde;
Grundfunktioner och Komponenter;GQA;gas compressor;gaseous flow generating object by forcing trapped gas to the discharge side;blower, reciprocating compressor, screw compressor;Kompressor;gasflödesgenererande objekt genom  att tvinga instängd gas till utloppssidan;blåsmaskin, kolvkompressor, skruvkompressor
Grundfunktioner och Komponenter;GQB;mechanical fan;gaseous flow generating object by increasing the flow velocity through mechanical motion;air curtain, closed propeller fan, open propeller fan, squirrel cage fan, ventilator, propeller;Fläkt;gasflödesgenererande objekt genom ökning av flödeshastigheten genom mekanisk rörelse;axialfläkt, brandfläkt, centraldammsugare, cirkulationsfläkt, dammsugare, frånluftsfläkt, garagefläkt, impulsfläkt, jetfläkt, kammarfläkt, kanalfläkt, kylfläkt, köksfläkt, luftridåapparat, propellerfläkt, radialfläkt, spisfläkt, takfläkt, tilluftsfläkt, tunnelfläkt, tvärströmsfläkt
Grundfunktioner och Komponenter;GQC;gas ejector;liquid flow generating object by transferring the kinetic energy of an input flow to an output flow;jet pump, steam ejector, steam jet compressor, steam jet fan;Gasejektor;gasflödesgenererande objekt genom att överföra rörelseenergin från ett inflöde till ett utflöde;strålpump, ångejektor, ångstrålkompressor, ångstrålventilator
Grundfunktioner och Komponenter;GR;thermal–radiation generating object;generating object of thermal energy from solar energy ;;Solvärmefångande objekt;genererande objekt för termisk energi från solenergi;
Grundfunktioner och Komponenter;GRA;solar panel;thermal–radiation generating object into a fluid thermal flow;flatbed solar panel;Plan solfångare;solvärmefångande objekt till ett flöde;
Grundfunktioner och Komponenter;GRB;solar tower;thermal–radiation generating object generating a fluid flow;;Vacuumrörsolfångare;solvärmefångande objekt som genererar ett flöde;
Grundfunktioner och Komponenter;GZ;generating object with multiple functions;generating object with multiple functions;;Genererande objekt med multipla funktioner;genererande objekt med multipla funktioner;
Grundfunktioner och Komponenter;GZA;air handling unit;generating object with multiple functions for air treatment;air handler, ventilation unit;Luftbehandlingsaggregat;genererande objekt med multipla funktioner för luftbehandling;cirkulationsaggregat, frånluftsaggregat, till- och frånluftsaggregat, tilluftsaggregat, ventilationsaggregat
Grundfunktioner och Komponenter;GZB;hydraulic drive power unit;generating object with multiple functions for liquid displacement or pressure;;Hydraulaggregat;genererande objekt med multipla funktioner för vätskeförflyttning eller vätsketryck;
Grundfunktioner och Komponenter;GZC;air pressure unit;generating object with multiple functions for air pressure;;Tryckluftsaggregat;genererande objekt med multipla funktioner för lufttryck;
Grundfunktioner och Komponenter;H;matter processing object;object for treating matter;;Materialbehandlande objekt;objekt för behandling av material;
Grundfunktioner och Komponenter;HJ;primary forming object;matter processing object by original forming;;Primärformande objekt;materialbehandlande objekt genom formning av original;
Grundfunktioner och Komponenter;HJA;casting tool;primary forming object from liquid initial material state;3D-printer;Gjutverktyg;primärformande objekt från materia i flytande tillstånd;3D-printer
Grundfunktioner och Komponenter;HJB;sintering press;primary forming object from solid matter initial material state;3D-printer, chipboard press, sintering press;Press;primärformande objekt från solid materia i fast tillstånd;3D-printer, pulverpress, spånpress
Grundfunktioner och Komponenter;HK;surface finishing object;matter processing object for surface finishing;;Ytbehandlande objekt;materialbehandlande objekt genom ytskydd;
Grundfunktioner och Komponenter;HKA;surface preparation machine;surface finishing object by preparation ;dishwasher, hoover, shower, ultrasonic degreaser, vapour degreaser;Ytrengörare;ytbehandlande objekt genom preparation;autoklav, desinficeringsmaskin, diskmaskin, högtryckstvätt, sköljmaskin, tvättmaskin, ultraljudsrengörare, ångtvätt
Grundfunktioner och Komponenter;HKB;surface modification machine;surface finishing object by modification ;burnishing machine, hammer peening machine, polisher, sand paper, wire brush;Ytmodifierare;ytbehandlande objekt genom modifiering;blästringsmaskin, polermaskin, slipmaskin
Grundfunktioner och Komponenter;HKC;surface coating machine;surface finishing object by coating;air gun sprayer, anodizer, electrostatic coating machine, oil-coating machine;Yttäckningsmaskin;ytbehandlande objekt genom täckning;anodiseringsmaskin, sprutmålningsaggregat
Grundfunktioner och Komponenter;HL;assembling object;matter processing object by joining or assembling;;Ihopsättande objekt;materialbehandlande objekt genom ihopfogning eller ihopsättning;
Grundfunktioner och Komponenter;HLA;assembly robot;assembling object by physical assembly;industrial robot, assembly machine;Monteringsrobot;ihopsättande objekt genom fysisk ihopsättning;industrirobot, monteringsmaskin
Grundfunktioner och Komponenter;HLB;mechanical joining machine;assembling object by mechanical joining;crimping machine, friction (inertial) welder, pressure (cold) welder, ultrasonic welder;Mekanisk ihopfogningsmaskin;ihopsättande objekt genom mekanisk ihopfogning;crimpningsmaskin, falsmaskin, friktionssvets, sickmaskin, sickningsmaskin, trycksvetsmaskin, vikmaskin
Grundfunktioner och Komponenter;HLC;thermal welding machine;assembling object by thermal joining;argon welding, arc welding, gas welding, gas tungsten welding, laser welding, soldering machine, mag welding, metal arc welding, mig welding, mig / mag welding, mma welding, plasma welding, spot welding, shielding gas welding, welding robot, tig welding;Smältsvets ;ihopsättande objekt genom termisk ihopfogning;argonsvets, bågsvets, gassvets, gasvolframsvets, lasersvets, lödningsmaskin, mag-svets, metallbågsvets, mig-svets, mig/mag-svets, mma-svets, plasmasvets, punktsvets, skyddsgassvets, svetsrobot, tig-svets, ultrasvets
Grundfunktioner och Komponenter;HLD;chemical joining machine;assembling object by chemical joining;gluing machine;Limningsmaskin;ihopsättande objekt genom kemisk ihopfogning;
Grundfunktioner och Komponenter;HM;force separating object;matter processing object by separating mixed substances by force;;Kraftbaserat separerande objekt;materialbehandlande objekt genom separation av blandande substanser genom kraft;
Grundfunktioner och Komponenter;HMA;settling tank ;force separating object of particles by gravity;grease separator, gypsum separator, chamber well, oil separator, sand trap, sedimentation tank, sludge separator;Avskiljare;kraftbaserat separerande objekt av partiklar genom gravitation;fettavskiljare, gipsavskiljare, kammarbrunn, oljeavskiljare, sandfång, sedimentationstank, slamavskiljare
Grundfunktioner och Komponenter;HMB;centrifuge ;force separating object of substances by rotation in a rotating chamber;;Centrifug;kraftbaserat separerande objekt av substanser genom centrifugalkraft i en roterande kammare;
Grundfunktioner och Komponenter;HMC;cyclone ;force separating object of substances by rotation in a fixed chamber;hydrocyclone;Cyklon;kraftbaserat separerande objekt av substanser genom rotation i en stationär kammare;hydrocyklon
Grundfunktioner och Komponenter;HP;thermal separating object;matter processing object by thermally separating mixed substances;;Termiskt separerande objekt;materialbehandlande objekt genom termisk separation av blandade substanser;
Grundfunktioner och Komponenter;HPA;dryer;thermal separating object removing moisture;dehumidifier, drying cabinet;Avfuktare;termiskt separerande objekt som avlägsnar fukt;luftavfuktare, torktumlare, torkskåp
Grundfunktioner och Komponenter;HPB;distillation column;thermal separating object generating the vaporized aggregation of a liquid ;distiller, evaporator;Destillator;termiskt separerande objekt som genererar gas från en vätska;
Grundfunktioner och Komponenter;HQ;mechanical separating object;matter processing object by mechanically separating mixed substances ;;Mekaniskt separerande objekt;materialbehandlande objekt genom mekanisk separation av blandade substanser;
Grundfunktioner och Komponenter;HQA;separation grate ;mechanical separating object of particles based on their size and/or shape ;bag filter, filter, rake, sack;Filter;mekaniskt separerande objekt för partiklar baserat på deras storlek och/eller form;avdragsanordning, filter, mekaniskt filter, luftfilter, raka, rensgaller, sandfilter, skrapgaller, vattenfilter, ventilationsfilter
Grundfunktioner och Komponenter;HQB;skimmer;mechanical separating object by removing substance from the surface of a of liquid;;Skimmer;mekaniskt separerande objekt för olja genom skimmning;oljeskimmer
Grundfunktioner och Komponenter;HR;electric or magnetic separating object;matter processing object by an electric or a magnetic field;;Elektriskt eller magnetiskt separerande objekt;materialbehandlande objekt genom elektromagnetisk separation av blandande substanser;
Grundfunktioner och Komponenter;HRA;electrostatic separator ;electric or magnetic separating object utilizing an electric field;electrostatic filter;Elektrostatfilter;elektriskt eller magnetiskt separerande objekt genom ett elektriskt fält;
Grundfunktioner och Komponenter;HRB;magnetic separator ;electric or magnetic separating object utilizing a magnetic field;;Magnetisk separator;elektriskt eller magnetiskt separerande objekt genom ett magnetiskt fält;
Grundfunktioner och Komponenter;HS;chemical separating object;matter processing object by chemically separating mixed substances;;Kemiskt separerande objekt;materialbehandlande objekt genom kemiska separation av blandade substanser;
Grundfunktioner och Komponenter;HSA;ion exchanger;chemical separating object utilising exchange of ions;;Jonbytare;kemiskt separerande objekt genom utbyte av joner;
Grundfunktioner och Komponenter;HSB;absorber;chemical separating object utilising absorption;absorption washer;Absorbent;kemiskt separerande objekt genom absorption;
Grundfunktioner och Komponenter;HSC;adsorber;chemical separating object of adsorbing substances;;Adsorbent;kemiskt separerande objekt som binder substanser;
Grundfunktioner och Komponenter;HU;grinding and crushing object;matter processing object providing smaller forms of solid material;;Mekaniskt sönderdelande objekt;materialbehandlande objekt som åstadkommer mindre former av solida material;
Grundfunktioner och Komponenter;HUA;cutter ;grinding and crushing object for soft, medium-hard, fibrous and tough matter;waste grinder;Hackmaskin;mekaniskt sönderdelande objekt för mjukt, medelhårt, fibröst och segt material;avfallskvarn, livsmedelskvarn, köttkvarn, snabbhack
Grundfunktioner och Komponenter;HUB;mill;grinding and crushing object for machining parts into precise sizes and shapes;flour mill, water mill, wind mill;Kvarn;mekaniskt sönderdelande objekt för bearbetning till specifika storlekar och former;livsmedelssåg, skärmaskin, såg, köttsåg
Grundfunktioner och Komponenter;HUC;crusher;grinding and crushing object of rock kind;stone crusher;Kross;mekaniskt sönderdelande objekt för mineral;bergkross
Grundfunktioner och Komponenter;HV;agglomerating object;matter processing object providing larger forms of substances;;Aggregerande objekt;materialbehandlande objekt som åstadkommer större former av substanser;
Grundfunktioner och Komponenter;HVA;pelletizer ;agglomerating object compressing or moulding a material into the shape of a pellet;;Pelletterare;aggregerande objekt som komprimerar eller formar material till pelletform;
Grundfunktioner och Komponenter;HVB;flocculator;agglomerating object enabling (a process wherein) colloids to come out of suspension in the form of floc or flake;flocculation apparatus;Kolloidator;aggregerande objekt som möjliggör (en process där) kolloidbildning från en vätska;förtjockare
Grundfunktioner och Komponenter;HW;mixing object;matter processing object mixing different substances;;Blandande objekt;materialbehandlande objekt som åstadkommer nya material genom att blanda olika substanser;
Grundfunktioner och Komponenter;HWA;mixer;mixing object that provides a new property substance from different substances.;beverage mixer, kneader;Mixer;blandande objekt som åstadkommer en ny egenskap hos en substans från olika substanser;blandningsmaskin, glassmaskin, omrörare, vispmaskin, kaffebryggare, espressomaskin, kaffemaskin
Grundfunktioner och Komponenter;HWB;humidifier ;mixing object providing humid gaseous substance ;;Befuktare;blandande objekt som åstadkommer fuktad gas;luftfuktare
Grundfunktioner och Komponenter;HX;reacting object;matter processing object providing new material by chemical or biological reaction;;Reagerande objekt;materialbehandlande objekt som åstadkommer nya material genom kemisk eller biologisk reaktion;
Grundfunktioner och Komponenter;HXA;chemical reactor;reacting object enabling and controlling a chemical reaction ;gasifier;Kemisk reaktor;reagerande objekt som åstadkommer och kontrollerar en kemisk reaktion;avsaltningsfilter, avhärdningsfilter, gasifierare
Grundfunktioner och Komponenter;HXB;fermenter;reacting object enabling and controlling a biological reaction;;Biologisk reaktor;reagerande objekt som åstadkommer och kontrollerar en biologisk reaktion;fermenterare, jäsmaskin
Grundfunktioner och Komponenter;K;information processing object;object for treating input signals and providing an appropriate output;;Informationsbehandlande objekt;objekt för behandling av insignaler i syfte att avge lämpligt output;
Grundfunktioner och Komponenter;KB;Electrical signal communicating object;information processing objects for communication of electrical signals;;Elektriskt signalkommunicerande objekt;informationsbehandlande objekt för kommunikation av elektriska signaler;
Grundfunktioner och Komponenter;KBA;communication device;electric signal processing object without human intervention providing input/output to devices;ethernet card, i/o-device, USB card, Firewire card;Kommunikationsenhet;elektrisk signalbehandlande objekt utan mänsklig intervention för input/output till utrustning;adressenhet, I/O-modul, larmsändare, nätverkskort, USB-kort, Firewire-kort
Grundfunktioner och Komponenter;KE;electric signal relaying object;information processing object for relaying electric signals;signal distributor;Elektrisk signaldistribuerande objekt;signalbehandlande objekt för vidarebefordran av elektriska signaler; signalfördelande
Grundfunktioner och Komponenter;KEA;relay;electric signal relaying object by forwarding without delay;coupler;Relä;elektrisk signalfördelande objekt som vidarebefordrar elektriska signaler utan fördröjning;effektrelä, frekvensrelä, hjälprelä, impedansrelä, signalrelä, strömrelä, spänningsrelä, tidsrelä
Grundfunktioner och Komponenter;KEB;electric network bridge;electric signal relaying object by bridging multiple data network segments;;Nätverksbrygga;elektrisk signalfördelande objekt som överbryggar flera nätverkssegment;
Grundfunktioner och Komponenter;KEC;router;electric signal processing object without human intervention forwarding signals between data networks;data network gateway, firewall, security device;Router;elektrisk signalbehandlande objekt utan mänsklig intervention för vidarebefordran av signaler mellan datanätverk;brandvägg, gateway, modem
